mass	C_12	C_13	C_14	N_14	N_15	Mg_24	Mg_25	Mg_26	Mg_27	Al_26	Al_27	Si_28	Si_29	Si_30	Si_32	S_32	S_33	S_34	Ca_40	Ar_44	K_44	Ca_44	Sc_46	Ti_46	Ca_47	Sc_47	Ti_47	Sc_48	Ti_48	Ca_49	Sc_49	Ti_49	Ca_50	Sc_50	Ti_50	12C/13C	14N/15N	d29Si	d30Si	d33S	d34S	d25Mg	26Al/27Al	d44Ca	d46Ti	d47Ti	d49Ti	d50Ti
8.52885	0.086265	0.00433557	2.61E-08	0.00250626	2.41E-07	0.000593691	3.04E-05	0.000282237	3.79E-20	3.62E-06	7.14E-05	0.000753989	4.05E-05	3.02E-05	2.42E-13	0.000402127	4.87E-06	1.93E-05	7.13E-05	0	0	1.71E-06	5.03E-13	3.24E-07	3.53E-18	5.58E-18	2.52E-07	1.70E-22	2.74E-06	3.55E-22	1.24E-21	5.79E-07	0	0	2.77E-07	22	11141	1	1	1	1	0.388	4.160	1.012	1.14	0.93	2.825	1
8.5622	0.0863873	0.00422628	2.61E-08	0.0024747	2.67E-07	0.00059373	3.04E-05	0.000282236	3.62E-20	3.62E-06	7.14E-05	0.000754039	4.05E-05	3.02E-05	2.42E-13	0.000402154	4.87E-06	1.93E-05	7.14E-05	0	0	1.71E-06	1.13E-12	3.24E-07	1.10E-17	1.74E-17	2.52E-07	5.36E-22	2.74E-06	2.51E-22	3.89E-21	5.79E-07	0	0	2.77E-07	22	9926	1	1	1	1	0.388	4.160	1.012	1.14	0.93	2.825	1
8.60346	0.0865223	0.00391481	2.60E-08	0.00239736	3.22E-07	0.000594822	3.04E-05	0.000282092	2.47E-19	3.63E-06	7.15E-05	0.000755431	4.05E-05	3.03E-05	2.42E-13	0.000402914	4.87E-06	1.94E-05	7.15E-05	0	7.41E-27	1.71E-06	5.52E-12	3.25E-07	1.24E-16	1.94E-16	2.53E-07	6.17E-21	2.74E-06	1.09E-21	4.52E-20	5.78E-07	0	0	2.78E-07	24	7985	1	1	1	1	0.387	4.152	1.011	1.14	0.93	2.815	1
8.61372	0.0861342	0.00388629	2.59E-08	0.00247163	3.24E-07	0.000596841	3.05E-05	0.000281888	2.62E-19	3.64E-06	7.17E-05	0.000758	4.07E-05	3.04E-05	2.41E-13	0.000404313	4.87E-06	1.94E-05	7.18E-05	0	7.88E-27	1.72E-06	5.72E-12	3.26E-07	1.31E-16	2.06E-16	2.54E-07	6.56E-21	2.75E-06	1.14E-21	4.80E-20	5.77E-07	0	0	2.78E-07	24	8173	1	1	1	1	0.387	4.137	1.011	1.14	0.93	2.799	1
8.61885	0.0856821	0.00385414	2.58E-08	0.00255827	3.27E-07	0.0005992	3.06E-05	0.000281653	2.89E-19	3.64E-06	7.19E-05	0.000761002	4.08E-05	3.05E-05	2.40E-13	0.000405949	4.88E-06	1.95E-05	7.21E-05	0	8.38E-27	1.72E-06	5.93E-12	3.27E-07	1.40E-16	2.18E-16	2.55E-07	6.97E-21	2.77E-06	1.32E-21	5.11E-20	5.76E-07	0	0	2.79E-07	24	8392	1	1	1	1	0.387	4.120	1.011	1.14	0.93	2.780	1
8.62397	0.0852269	0.00382177	2.56E-08	0.00264549	3.29E-07	0.000601575	3.07E-05	0.000281416	3.31E-19	3.65E-06	7.21E-05	0.000764024	4.10E-05	3.05E-05	2.39E-13	0.000407595	4.88E-06	1.96E-05	7.24E-05	0	8.89E-27	1.73E-06	6.14E-12	3.29E-07	1.48E-16	2.31E-16	2.57E-07	7.39E-21	2.78E-06	1.65E-21	5.42E-20	5.75E-07	0	0	2.79E-07	24	8609	1	1	1	1	0.387	4.103	1.011	1.14	0.93	2.761	1
8.63548	0.0846321	0.00378158	2.54E-08	0.00275965	3.32E-07	0.000604698	3.08E-05	0.000281111	3.40E-19	3.65E-06	7.25E-05	0.000767999	4.12E-05	3.07E-05	2.37E-13	0.00040976	4.89E-06	1.97E-05	7.28E-05	0	9.46E-27	1.74E-06	6.38E-12	3.30E-07	1.57E-16	2.46E-16	2.59E-07	7.86E-21	2.80E-06	1.64E-21	5.77E-20	5.74E-07	0	0	2.80E-07	24	8895	1	1	1	1	0.386	4.081	1.011	1.14	0.93	2.737	1
8.64696	0.0831836	0.00370322	2.50E-08	0.00303772	3.38E-07	0.000612661	3.13E-05	0.000280432	3.47E-19	3.63E-06	7.33E-05	0.000778131	4.17E-05	3.10E-05	2.33E-13	0.000415275	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.56E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.62E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9636	1	1	1	1	0.387	4.026	1.011	1.14	0.94	2.679	1
8.66482	0.0831836	0.00370322	2.50E-08	0.00303772	3.38E-07	0.000612661	3.13E-05	0.000280432	3.39E-19	3.63E-06	7.33E-05	0.000778131	4.17E-05	3.10E-05	2.33E-13	0.000415275	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.56E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.53E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9636	1	1	1	1	0.387	4.026	1.011	1.14	0.94	2.679	1
8.68516	0.0831836	0.00370322	2.50E-08	0.00303773	3.38E-07	0.000612661	3.13E-05	0.000280432	3.33E-19	3.63E-06	7.33E-05	0.000778132	4.17E-05	3.10E-05	2.33E-13	0.000415275	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.56E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.47E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9636	1	1	1	1	0.387	4.026	1.011	1.14	0.94	2.679	1
8.70471	0.0831836	0.00370322	2.50E-08	0.00303773	3.38E-07	0.000612661	3.13E-05	0.000280432	3.29E-19	3.63E-06	7.33E-05	0.000778132	4.17E-05	3.10E-05	2.33E-13	0.000415275	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.56E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.43E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9636	1	1	1	1	0.387	4.026	1.011	1.14	0.94	2.679	1
8.72418	0.0831836	0.00370321	2.50E-08	0.00303774	3.38E-07	0.000612661	3.13E-05	0.000280432	3.27E-19	3.63E-06	7.33E-05	0.000778132	4.17E-05	3.10E-05	2.33E-13	0.000415276	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.56E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.41E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9636	1	1	1	1	0.387	4.026	1.011	1.14	0.94	2.679	1
8.74523	0.0831835	0.00370321	2.50E-08	0.00303775	3.38E-07	0.000612661	3.13E-05	0.000280432	3.26E-19	3.63E-06	7.33E-05	0.000778132	4.17E-05	3.10E-05	2.33E-13	0.000415276	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.56E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.39E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9636	1	1	1	1	0.387	4.026	1.011	1.14	0.94	2.679	1
8.76813	0.0831834	0.00370321	2.50E-08	0.00303777	3.38E-07	0.000612662	3.13E-05	0.000280432	3.25E-19	3.63E-06	7.33E-05	0.000778133	4.17E-05	3.10E-05	2.33E-13	0.000415276	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.56E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.38E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9636	1	1	1	1	0.387	4.026	1.011	1.14	0.94	2.679	1
8.7962	0.0831832	0.0037032	2.50E-08	0.0030378	3.38E-07	0.000612663	3.13E-05	0.000280432	3.25E-19	3.63E-06	7.33E-05	0.000778134	4.17E-05	3.10E-05	2.33E-13	0.000415277	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.56E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.38E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9637	1	1	1	1	0.387	4.026	1.011	1.14	0.94	2.679	1
8.82654	0.0831829	0.00370318	2.50E-08	0.00303786	3.38E-07	0.000612665	3.13E-05	0.000280432	3.24E-19	3.63E-06	7.33E-05	0.000778137	4.17E-05	3.10E-05	2.33E-13	0.000415278	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.56E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.37E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9637	1	1	1	1	0.387	4.026	1.011	1.14	0.94	2.679	1
8.83802	0.0831827	0.00370318	2.50E-08	0.00303789	3.38E-07	0.000612666	3.13E-05	0.000280432	3.24E-19	3.63E-06	7.33E-05	0.000778138	4.17E-05	3.10E-05	2.33E-13	0.000415279	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.56E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.37E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9637	1	1	1	1	0.387	4.026	1.011	1.14	0.94	2.679	1
8.8667	0.0831823	0.00370316	2.50E-08	0.00303799	3.38E-07	0.000612668	3.13E-05	0.000280432	3.24E-19	3.63E-06	7.33E-05	0.000778141	4.17E-05	3.10E-05	2.33E-13	0.000415281	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.56E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.37E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9637	1	1	1	1	0.387	4.026	1.011	1.14	0.94	2.679	1
8.88845	0.0831818	0.00370313	2.50E-08	0.00303808	3.38E-07	0.000612671	3.13E-05	0.000280432	3.24E-19	3.63E-06	7.33E-05	0.000778145	4.17E-05	3.10E-05	2.33E-13	0.000415283	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.56E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.37E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9637	1	1	1	1	0.387	4.026	1.011	1.14	0.94	2.679	1
8.9132	0.083181	0.0037031	2.50E-08	0.00303822	3.38E-07	0.000612675	3.13E-05	0.000280431	3.24E-19	3.63E-06	7.33E-05	0.00077815	4.17E-05	3.10E-05	2.33E-13	0.000415286	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.56E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.37E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9638	1	1	1	1	0.387	4.026	1.011	1.14	0.94	2.679	1
8.93423	0.0831802	0.00370306	2.50E-08	0.00303839	3.38E-07	0.00061268	3.13E-05	0.000280431	3.24E-19	3.63E-06	7.33E-05	0.000778157	4.17E-05	3.10E-05	2.33E-13	0.000415289	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.56E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.37E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9638	1	1	1	1	0.387	4.026	1.011	1.14	0.94	2.679	1
8.95174	0.0831792	0.00370302	2.50E-08	0.00303857	3.38E-07	0.000612686	3.13E-05	0.00028043	3.24E-19	3.63E-06	7.33E-05	0.000778163	4.17E-05	3.10E-05	2.33E-13	0.000415293	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.56E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.37E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9639	1	1	1	1	0.387	4.026	1.011	1.14	0.94	2.679	1
8.96943	0.083178	0.00370297	2.50E-08	0.0030388	3.38E-07	0.000612692	3.13E-05	0.00028043	3.24E-19	3.63E-06	7.33E-05	0.000778172	4.17E-05	3.10E-05	2.33E-13	0.000415297	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.56E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.37E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9639	1	1	1	1	0.387	4.026	1.011	1.14	0.94	2.679	1
8.9972	0.0831755	0.00370286	2.50E-08	0.00303927	3.38E-07	0.000612707	3.13E-05	0.000280429	3.25E-19	3.63E-06	7.33E-05	0.00077819	4.17E-05	3.10E-05	2.33E-13	0.000415307	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.56E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.37E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9641	1	1	1	1	0.387	4.026	1.011	1.14	0.94	2.679	1
9.01389	0.0831733	0.00370276	2.50E-08	0.0030397	3.38E-07	0.000612719	3.13E-05	0.000280428	3.25E-19	3.63E-06	7.33E-05	0.000778206	4.17E-05	3.10E-05	2.33E-13	0.000415316	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.56E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.37E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9642	1	1	1	1	0.387	4.026	1.011	1.14	0.94	2.679	1
9.03055	0.0831706	0.00370264	2.50E-08	0.00304023	3.38E-07	0.000612735	3.13E-05	0.000280427	3.25E-19	3.63E-06	7.33E-05	0.000778226	4.17E-05	3.10E-05	2.33E-13	0.000415327	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.56E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.37E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9643	1	1	1	1	0.387	4.026	1.011	1.14	0.94	2.679	1
9.04386	0.083168	0.00370253	2.50E-08	0.00304072	3.38E-07	0.00061275	3.13E-05	0.000280426	3.25E-19	3.63E-06	7.33E-05	0.000778245	4.17E-05	3.10E-05	2.33E-13	0.000415337	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.56E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.37E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9645	1	1	1	1	0.387	4.025	1.011	1.14	0.94	2.678	1
9.05716	0.0831651	0.0037024	2.50E-08	0.00304127	3.38E-07	0.000612766	3.13E-05	0.000280424	3.25E-19	3.63E-06	7.33E-05	0.000778266	4.17E-05	3.10E-05	2.33E-13	0.000415348	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.56E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.37E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9646	1	1	1	1	0.387	4.025	1.011	1.14	0.94	2.678	1
9.07045	0.0831618	0.00370225	2.50E-08	0.00304191	3.38E-07	0.000612785	3.13E-05	0.000280423	3.25E-19	3.63E-06	7.33E-05	0.00077829	4.17E-05	3.10E-05	2.33E-13	0.000415361	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.55E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.37E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9648	1	1	1	1	0.387	4.025	1.011	1.14	0.94	2.678	1
9.08372	0.0831581	0.00370209	2.50E-08	0.00304263	3.38E-07	0.000612807	3.13E-05	0.000280421	3.25E-19	3.63E-06	7.33E-05	0.000778317	4.17E-05	3.10E-05	2.33E-13	0.000415376	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.55E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.37E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9650	1	1	1	1	0.387	4.025	1.011	1.14	0.94	2.678	1
9.09697	0.0831537	0.00370189	2.50E-08	0.00304347	3.38E-07	0.000612832	3.13E-05	0.000280419	3.25E-19	3.63E-06	7.33E-05	0.000778349	4.17E-05	3.10E-05	2.33E-13	0.000415394	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.55E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.37E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9652	1	1	1	1	0.387	4.025	1.011	1.14	0.94	2.678	1
9.11742	0.0831431	0.00370143	2.50E-08	0.00304549	3.38E-07	0.000612892	3.13E-05	0.000280415	3.25E-19	3.63E-06	7.33E-05	0.000778426	4.17E-05	3.10E-05	2.33E-13	0.000415435	4.91E-06	1.99E-05	7.38E-05	0	9.96E-27	1.76E-06	6.55E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.37E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9658	1	1	1	1	0.387	4.024	1.011	1.14	0.94	2.677	1
9.1373	0.0831135	0.00370013	2.50E-08	0.00305116	3.38E-07	0.000613061	3.13E-05	0.000280402	3.24E-19	3.63E-06	7.33E-05	0.000778641	4.17E-05	3.10E-05	2.33E-13	0.000415553	4.91E-06	2.00E-05	7.38E-05	0	9.95E-27	1.76E-06	6.55E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.27E-21	2.85E-06	1.37E-21	6.07E-20	5.71E-07	0	0	2.82E-07	24	9674	1	1	1	1	0.387	4.023	1.011	1.14	0.94	2.676	1
9.15285	0.0830465	0.00369718	2.50E-08	0.003064	3.38E-07	0.000613445	3.13E-05	0.000280373	3.24E-19	3.63E-06	7.34E-05	0.00077913	4.17E-05	3.10E-05	2.32E-13	0.000415818	4.91E-06	2.00E-05	7.39E-05	0	9.94E-27	1.77E-06	6.55E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.26E-21	2.85E-06	1.37E-21	6.07E-20	5.71E-07	0	0	2.83E-07	24	9710	1	1	1	1	0.387	4.021	1.011	1.14	0.94	2.674	1
9.16171	0.0830131	0.00369571	2.49E-08	0.0030704	3.38E-07	0.000613637	3.13E-05	0.000280359	3.24E-19	3.63E-06	7.34E-05	0.000779373	4.18E-05	3.10E-05	2.32E-13	0.000415951	4.91E-06	2.00E-05	7.39E-05	0	9.94E-27	1.77E-06	6.54E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.26E-21	2.85E-06	1.37E-21	6.06E-20	5.71E-07	0	0	2.83E-07	24	9728	1	1	1	1	0.387	4.019	1.011	1.14	0.94	2.672	1
9.17572	0.0829699	0.00369381	2.49E-08	0.00307867	3.38E-07	0.000613884	3.14E-05	0.00028034	3.24E-19	3.63E-06	7.34E-05	0.000779688	4.18E-05	3.10E-05	2.32E-13	0.000416122	4.91E-06	2.00E-05	7.39E-05	0	9.94E-27	1.77E-06	6.54E-12	3.35E-07	1.65E-16	2.58E-16	2.64E-07	8.25E-21	2.85E-06	1.37E-21	6.06E-20	5.71E-07	0	0	2.83E-07	24	9751	1	1	1	1	0.387	4.018	1.011	1.14	0.94	2.671	1
9.18243	0.0828627	0.0036891	2.49E-08	0.00309921	3.39E-07	0.000614498	3.14E-05	0.000280294	3.23E-19	3.62E-06	7.35E-05	0.000780469	4.18E-05	3.10E-05	2.32E-13	0.000416547	4.91E-06	2.00E-05	7.40E-05	0	9.92E-27	1.77E-06	6.53E-12	3.36E-07	1.65E-16	2.57E-16	2.65E-07	8.24E-21	2.86E-06	1.37E-21	6.05E-20	5.71E-07	0	0	2.83E-07	24	9808	1	1	1	1	0.387	4.014	1.011	1.14	0.94	2.666	1
9.18993	0.074884	0.00333844	2.25E-08	0.00462738	3.59E-07	0.000660215	3.44E-05	0.000276864	2.93E-19	3.41E-06	7.81E-05	0.000838644	4.48E-05	3.28E-05	2.09E-13	0.000448193	5.02E-06	2.15E-05	7.98E-05	0	8.99E-27	1.90E-06	5.91E-12	3.61E-07	1.49E-16	2.33E-16	2.92E-07	7.47E-21	3.12E-06	1.24E-21	5.48E-20	5.56E-07	0	0	2.95E-07	24	13814	1	1	1	1	0.396	3.726	1.009	1.12	0.95	2.378	1
9.19349	0.0664251	0.00296693	1.99E-08	0.00624695	3.80E-07	0.000708746	3.77E-05	0.000273235	2.60E-19	3.17E-06	8.31E-05	0.000900399	4.80E-05	3.47E-05	1.86E-13	0.000481786	5.14E-06	2.30E-05	8.60E-05	0	7.99E-27	2.05E-06	5.25E-12	3.88E-07	1.33E-16	2.07E-16	3.22E-07	6.63E-21	3.40E-06	1.10E-21	4.87E-20	5.40E-07	0	0	3.08E-07	24	17591	1	1	1	1	0.403	3.456	1.008	1.10	0.96	2.120	1
9.19587	0.0617077	0.00275977	1.85E-08	0.00715007	3.93E-07	0.000735821	3.95E-05	0.000271211	2.42E-19	3.04E-06	8.58E-05	0.000934852	4.97E-05	3.58E-05	1.72E-13	0.000500527	5.20E-06	2.39E-05	8.94E-05	0	7.43E-27	2.13E-06	4.88E-12	4.03E-07	1.23E-16	1.93E-16	3.38E-07	6.17E-21	3.56E-06	1.02E-21	4.53E-20	5.32E-07	0	0	3.15E-07	24	19517	1	1	1	1	0.407	3.319	1.007	1.10	0.96	1.994	1
9.19824	0.0604388	0.00270405	1.81E-08	0.00739299	3.96E-07	0.000743105	4.00E-05	0.000270667	2.37E-19	3.01E-06	8.66E-05	0.00094412	5.02E-05	3.61E-05	1.69E-13	0.000505569	5.22E-06	2.41E-05	9.03E-05	0	7.28E-27	2.15E-06	4.78E-12	4.07E-07	1.21E-16	1.89E-16	3.43E-07	6.04E-21	3.60E-06	1.00E-21	4.44E-20	5.29E-07	0	0	3.17E-07	24	20014	1	1	1	1	0.408	3.283	1.007	1.09	0.96	1.962	1
9.20322	0.0507705	0.00227966	1.52E-08	0.00924331	4.20E-07	0.000798658	4.37E-05	0.000266528	1.99E-19	2.73E-06	9.22E-05	0.00101481	5.38E-05	3.83E-05	1.42E-13	0.000544022	5.36E-06	2.59E-05	9.74E-05	0	6.12E-27	2.32E-06	4.01E-12	4.38E-07	1.02E-16	1.59E-16	3.77E-07	5.08E-21	3.92E-06	8.43E-22	3.73E-20	5.11E-07	0	0	3.32E-07	24	23552	1	1	1	1	0.415	3.032	1.005	1.08	0.97	1.741	1
9.20373	0.0504427	0.00226527	1.51E-08	0.00930604	4.21E-07	0.000800543	4.38E-05	0.000266387	1.98E-19	2.72E-06	9.24E-05	0.00101721	5.40E-05	3.83E-05	1.41E-13	0.000545327	5.36E-06	2.59E-05	9.76E-05	0	6.08E-27	2.32E-06	3.99E-12	4.40E-07	1.01E-16	1.58E-16	3.78E-07	5.05E-21	3.93E-06	8.38E-22	3.71E-20	5.11E-07	0	0	3.33E-07	24	23665	1	1	1	1	0.415	3.024	1.005	1.08	0.97	1.734	1
9.20424	0.0501124	0.00225078	1.50E-08	0.00936924	4.22E-07	0.000802442	4.39E-05	0.000266246	1.97E-19	2.71E-06	9.26E-05	0.00101963	5.41E-05	3.84E-05	1.40E-13	0.000546642	5.36E-06	2.60E-05	9.78E-05	0	6.04E-27	2.33E-06	3.96E-12	4.41E-07	1.00E-16	1.57E-16	3.79E-07	5.02E-21	3.94E-06	8.33E-22	3.68E-20	5.10E-07	0	0	3.33E-07	24	23778	1	1	1	1	0.415	3.016	1.005	1.08	0.97	1.727	1
9.2083	0.0458114	0.00206203	1.37E-08	0.0101922	4.33E-07	0.000827175	4.56E-05	0.000264407	1.80E-19	2.59E-06	9.51E-05	0.0010511	5.57E-05	3.94E-05	1.28E-13	0.000563761	5.42E-06	2.68E-05	0.000100984	0	5.52E-27	2.40E-06	3.62E-12	4.54E-07	9.17E-17	1.43E-16	3.94E-07	4.59E-21	4.09E-06	7.61E-22	3.37E-20	5.02E-07	0	0	3.40E-07	24	25209	1	1	1	1	0.418	2.915	1.005	1.07	0.98	1.641	1
9.21315	0.0397659	0.00179677	1.19E-08	0.0113487	4.49E-07	0.000861956	4.79E-05	0.000261823	1.56E-19	2.42E-06	9.87E-05	0.00109536	5.80E-05	4.07E-05	1.11E-13	0.000587836	5.51E-06	2.79E-05	0.000105398	0	4.80E-27	2.50E-06	3.14E-12	4.74E-07	7.96E-17	1.24E-16	4.15E-07	3.98E-21	4.29E-06	6.61E-22	2.93E-20	4.91E-07	0	0	3.49E-07	24	27100	1	1	1	1	0.422	2.781	1.004	1.07	0.98	1.529	1
9.21402	0.0388322	0.0017558	1.16E-08	0.0115273	4.51E-07	0.000867329	4.83E-05	0.000261424	1.53E-19	2.39E-06	9.92E-05	0.00110219	5.83E-05	4.09E-05	1.08E-13	0.000591555	5.52E-06	2.81E-05	0.000106079	0	4.68E-27	2.52E-06	3.07E-12	4.77E-07	7.77E-17	1.21E-16	4.18E-07	3.89E-21	4.32E-06	6.46E-22	2.86E-20	4.89E-07	0	0	3.51E-07	24	27380	1	1	1	1	0.422	2.761	1.004	1.07	0.98	1.513	1
9.21835	0.0349377	0.00158494	1.04E-08	0.0122683	4.61E-07	0.000889521	4.98E-05	0.00025971	1.37E-19	2.28E-06	0.000101475	0.00113043	5.98E-05	4.18E-05	9.69E-14	0.000606917	5.58E-06	2.88E-05	0.000108896	0	4.21E-27	2.58E-06	2.76E-12	4.89E-07	6.99E-17	1.09E-16	4.32E-07	3.50E-21	4.45E-06	5.81E-22	2.57E-20	4.82E-07	0	0	3.56E-07	24	28515	1	1	1	1	0.424	2.681	1.004	1.06	0.98	1.448	1
9.22201	0.0205444	0.000935024	6.11E-09	0.00831247	3.03E-07	0.000586285	3.30E-05	0.000166906	8.08E-20	1.42E-06	6.67E-05	0.000745089	3.94E-05	2.75E-05	5.69E-14	0.000400135	3.63E-06	1.89E-05	7.18E-05	0	2.48E-27	1.70E-06	1.62E-12	3.22E-07	4.11E-17	6.42E-17	2.86E-07	2.06E-21	2.94E-06	3.42E-22	1.51E-20	3.08E-07	0	0	2.33E-07	24	29395	1	1	1	1	0.426	2.619	1.003	1.06	0.98	1.397	1
9.22473	0.017663	0.000807848	5.24E-09	0.00857501	3.02E-07	0.000586287	3.31E-05	0.000161951	6.94E-20	1.31E-06	6.66E-05	0.000745114	3.93E-05	2.74E-05	4.88E-14	0.000400271	3.58E-06	1.89E-05	7.19E-05	0	2.13E-27	1.71E-06	1.39E-12	3.23E-07	3.53E-17	5.52E-17	2.88E-07	1.77E-21	2.95E-06	2.93E-22	1.30E-20	2.96E-07	0	0	2.32E-07	24	30422	1	1	1	1	0.428	2.547	1.003	1.06	0.99	1.340	1
9.22609	0.0169253	0.000775295	5.02E-09	0.00864213	3.02E-07	0.000586288	3.31E-05	0.000160682	6.65E-20	1.29E-06	6.65E-05	0.000745121	3.93E-05	2.73E-05	4.67E-14	0.000400305	3.56E-06	1.89E-05	7.19E-05	0	2.04E-27	1.71E-06	1.33E-12	3.23E-07	3.38E-17	5.29E-17	2.88E-07	1.69E-21	2.95E-06	2.81E-22	1.24E-20	2.93E-07	0	0	2.31E-07	24	30685	1	1	1	1	0.429	2.528	1.003	1.06	0.99	1.325	1
